main_id,ra,dec,plx_value
"""TYC 8407-1124-1""",309.42806494711,-46.29339906249001,3.278
"""Gaia DR3 6674618871518909824""",308.06732355669,-47.20845543384,0.9556
"""TYC 8410-216-1""",308.01081508022,-47.06054716602,2.8763
"""Gaia DR3 6674623578803144320""",307.97796125831997,-47.070372279279994,0.8128
"""Gaia DR3 6674627049136784640""",308.13233877909994,-46.99013925321,1.2821
"""CD-47 13438""",308.11837059009,-47.07346863762,1.6723
"""TYC 8410-320-1""",308.18676979968,-46.92554814726,2.3255
"""Gaia DR3 6674655086684399488""",308.41232428593,-46.73981662064,1.3298
"""CRTS J203300.0-464719""",308.24994984511,-46.78847302507,0.0114
"""TYC 8406-1616-1""",308.43079715292,-46.60636923315,0.9411
"""TYC 8406-992-1""",308.85001532591,-46.40118035414,5.7528
"""2MASS J20332992-4725500""",308.37466025227,-47.43060733774,0.7414
"""USNO-B1.0 0426-00962002""",308.41295622173,-47.37248880842999,0.0043
"""UCAC2  11670451""",309.3533521282299,-47.10434297794,0.4415
"""UCAC2  11670425""",309.24880255762,-47.17178321797999,2.8398
"""UCAC2  11670705""",310.35475216779,-47.16601093608,2.1678
"""TYC 8410-466-1""",308.98988392002,-46.90488937903,1.2775
"""UCAC2  11446145""",310.23330402341,-47.82092647807,3.0804
"""UCAC2  11670165""",308.41978239366,-47.391374392610004,0.5352
"""USNO-B1.0 0426-00962058""",308.4510253861399,-47.39639913501001,0.6379
"""V* VY Ind""",310.5264825457899,-47.07770666135,1.5344
"""2MASX J20391002-4702534""",309.79169572271,-47.047964619880005,2.5159
"""UCAC4 216-192614""",308.0663134579425,-46.92254092598944,0.7804
"""UCAC4 216-192619""",308.085642796955,-46.93043541526973,1.9241
"""UCAC4 216-192623""",308.1100280365229,-46.840514475243054,2.7105
"""UCAC4 217-187089""",308.1643462796621,-46.76465594138889,1.4869
"""UCAC4 216-192648""",308.213455497435,-46.92402224284056,2.0484
"""UCAC4 216-192650""",308.22807814711547,-46.9049865967125,1.3434
"""UCAC4 216-192663""",308.28603974250876,-46.93309748589472,1.4019
"""UCAC4 216-192665""",308.3014547593958,-46.82551273960555,1.1582
"""UCAC4 216-192689""",308.42752201198164,-46.921773736495275,0.9519
"""UCAC4 216-192699""",308.49037672127247,-46.84554072522417,1.0576
"""UCAC4 216-192704""",308.5188498893979,-46.96752653013111,8.5716
"""UCAC4 216-192707""",308.5347267410067,-46.805454287913896,1.6399
"""UCAC4 216-192709""",308.5420949299104,-46.817720896235,0.4983
"""UCAC4 218-192371""",308.55928466730455,-46.48016035688417,0.3059
"""UCAC4 218-192372""",308.56348868157124,-46.55802684697194,7.1648
"""UCAC4 216-192717""",308.5746241267775,-46.845468398854166,2.2359
"""UCAC4 217-187182""",308.5912687749283,-46.71204586705,3.4151
"""UCAC4 216-192722""",308.596504720355,-46.80869335216916,1.171
"""UCAC4 217-187184""",308.6261756742374,-46.68688784040777,0.4097
"""UCAC4 218-192389""",308.6376048414737,-46.51996172807056,1.9621
"""UCAC4 216-192736""",308.63959031457284,-46.93881200479555,0.912
"""UCAC4 218-192394""",308.66456370731123,-46.42991159444555,3.4444
"""UCAC4 217-187193""",308.6652228234804,-46.72195531553916,2.3006
"""UCAC4 217-187194""",308.66531559604,-46.750401365721395,0.8213
"""UCAC4 216-192744""",308.69870122393417,-46.95665760650473,0.5664
"""UCAC4 217-187196""",308.69894184061,-46.61864411961945,1.044
"""UCAC4 218-192408""",308.7087803400104,-46.484482205946385,3.6018
"""UCAC4 218-192416""",308.7231837496033,-46.42084717408139,1.5986
"""UCAC4 217-187201""",308.7243478509871,-46.711790542672496,1.9347
"""UCAC4 218-192430""",308.7519854805954,-46.590968277828345,1.4184
"""UCAC4 218-192424""",308.7397805737179,-46.533458616484175,1.4405
"""UCAC4 218-192439""",308.80867172714454,-46.41825859580361,0.8858
"""UCAC4 216-192781""",308.847473433605,-46.86776846566167,1.134
"""UCAC4 217-187230""",308.8692509058021,-46.73318743448945,1.0397
"""UCAC4 216-192784""",308.877897201942,-46.85326133307972,0.3702
"""UCAC4 217-187232""",308.88337626412044,-46.69422082396138,0.5844
"""UCAC4 217-187236""",308.9299181465325,-46.73496747997028,1.2547
"""UCAC4 217-187238""",308.93468141997334,-46.78305891804527,1.8044
"""UCAC4 217-187241""",308.95547481064625,-46.68752644847194,0.892
"""UCAC4 218-192473""",308.9666795538829,-46.497783600133054,1.7059
"""UCAC4 219-182883""",309.04714684295084,-46.31999942995723,0.5504
"""UCAC4 216-192811""",309.06949785118377,-46.900932457427224,2.4317
"""UCAC4 217-187260""",309.09203012777624,-46.61900763123139,0.8197
"""UCAC4 216-192814""",309.0995132736366,-46.96725140264639,1.6076
"""UCAC4 217-187262""",309.1030122893046,-46.649783597203054,1.3618
"""UCAC4 216-192815""",309.10302395005294,-46.85565303084444,0.8919
"""UCAC4 218-192497""",309.1040087470067,-46.43913196738471,0.9816
"""UCAC4 216-192820""",309.11691246276627,-46.80079779943972,2.3897
"""UCAC4 219-182894""",309.1365619933588,-46.313902717121934,2.2191
"""UCAC4 217-187269""",309.15406515978003,-46.7740764206875,0.9822
"""UCAC4 216-192834""",309.17780306735835,-46.93143643036139,1.3266
"""UCAC4 217-187289""",309.2079386152554,-46.63109391387305,2.577
"""UCAC4 216-192837""",309.18881224906124,-46.87352628011473,0.2781
"""UCAC4 216-192851""",309.23092442816545,-46.87893669593806,1.8488
"""UCAC4 216-192846""",309.2228768416046,-46.81819635572557,4.1233
"""UCAC4 217-187297""",309.2378164074017,-46.78307115406001,1.0051
"""UCAC4 216-192854""",309.24392548152673,-46.81445375807722,2.0715
"""UCAC4 218-192542""",309.2958730631571,-46.44273444791778,3.1705
"""UCAC4 219-182926""",309.3199037386404,-46.355533363284444,0.0985
"""UCAC4 216-192878""",309.3602108661612,-46.90944031834111,0.2921
"""UCAC4 216-192880""",309.3663792805267,-46.89806657299806,0.6705
"""UCAC4 218-192557""",309.3727189715625,-46.59159825090167,4.1901
"""UCAC4 218-192558""",309.377604589665,-46.40890606932417,1.6345
"""UCAC4 216-192882""",309.3791198153046,-46.80891531894555,1.5871
"""UCAC4 216-192884""",309.3818520512821,-46.85281548990446,2.1963
"""UCAC4 219-182947""",309.3932536687187,-46.30822337177055,0.6906
"""UCAC4 218-192560""",309.38342381403294,-46.519554339551114,1.1187
"""UCAC4 216-192891""",309.4059836907246,-46.857693252907225,0.4905
"""UCAC4 217-187333""",309.42723233855503,-46.63288879625,0.6413
"""UCAC4 219-182960""",309.4346181832196,-46.29774818773528,3.2281
"""UCAC4 216-192899""",309.4461542155417,-46.883276747043325,0.8227
"""UCAC4 218-192575""",309.43990895130787,-46.419212150019995,1.2443
"""UCAC4 219-182970""",309.48039586755755,-46.34720084637778,2.1422
"""UCAC4 216-192908""",309.5048927473133,-46.95469069557112,1.9088
"""UCAC4 219-182978""",309.54278480697826,-46.29759535174528,0.2169
"""UCAC4 218-192593""",309.5452216952691,-46.474246953702504,0.1768
"""UCAC4 216-192917""",309.55527588521915,-46.82488918898473,0.1657
"""UCAC4 216-192919""",309.5629504160729,-46.852223820140836,1.133
"""UCAC4 219-182982""",309.5645198693283,-46.31237808286416,2.7109
"""UCAC4 217-187350""",309.57009360306336,-46.78780047211,4.8898
"""UCAC4 217-187355""",309.6103243785954,-46.7644841727275,1.2885
"""UCAC4 218-192612""",309.6269632716229,-46.57955877721556,0.7821
"""UCAC4 216-192929""",309.63317839473046,-46.999156159446116,0.4477
"""UCAC4 218-192613""",309.63503275784495,-46.59944786112833,1.8596
"""UCAC4 218-192619""",309.67395197734373,-46.41415352383583,5.8074
"""UCAC4 218-192623""",309.6847705409641,-46.567084822502785,1.1941
"""UCAC4 217-187358""",309.63779670835123,-46.73367575088778,0.7702
"""UCAC4 218-192616""",309.65181805813506,-46.56869293464917,2.3002
"""UCAC4 219-183010""",309.7017078858279,-46.32493898795695,0.3898
"""UCAC4 218-192627""",309.70747689763,-46.58695097824667,1.9715
"""UCAC4 216-192946""",309.75307150744374,-46.95709402760418,2.0118
"""UCAC4 217-187369""",309.70787118565835,-46.62429773807528,0.1285
"""UCAC4 216-192952""",309.7922939421825,-46.952122945760834,1.1893
"""UCAC4 219-183018""",309.73663881165913,-46.358866902825554,0.3235
"""UCAC4 217-187384""",309.80121575582626,-46.6569288511475,0.9321
"""UCAC4 216-192961""",309.85433897457074,-46.84671630411639,1.1853
"""UCAC4 219-183033""",309.85441836598665,-46.373076862096106,1.758
"""UCAC4 216-192963""",309.8595943644712,-46.902380525065,1.0543
"""UCAC4 218-192666""",309.9121536117217,-46.54731796392554,1.7053
"""UCAC4 217-187409""",309.9290689275891,-46.770941461539444,0.1099
"""UCAC4 218-192672""",309.937575225665,-46.584999769334175,1.0073
"""UCAC4 216-192991""",309.98478791345536,-46.89189523012973,1.7247
"""UCAC4 217-187416""",309.963448879015,-46.74988170877222,0.9179
"""UCAC4 217-187417""",309.9688676021212,-46.673703399806655,0.3819
"""UCAC4 216-192996""",310.01152700089165,-46.94349893424083,0.8562
"""UCAC4 218-192693""",310.01181680343126,-46.53681070796027,1.3392
"""UCAC4 216-193000""",310.0231211125284,-46.81010561761555,2.0999
"""UCAC4 218-192695""",310.0233180135184,-46.457612069376395,0.4759
"""UCAC4 217-187426""",310.02635817696165,-46.73881195455444,2.0606
"""UCAC4 218-192701""",310.05082084490834,-46.48833699544057,0.2753
"""UCAC4 217-187427""",310.0313734226958,-46.72820328107028,2.2082
"""UCAC4 217-187430""",310.04815119267755,-46.69893631022222,1.1611
"""UCAC4 216-193008""",310.054303112393,-46.902184426435554,1.0417
"""UCAC4 217-187441""",310.1259789778204,-46.72458469726611,2.3415
"""UCAC4 217-187444""",310.1338958087137,-46.69331015265611,1.6034
"""UCAC4 216-193028""",310.18706062387037,-46.95672218732722,3.0117
"""UCAC4 217-187455""",310.20473231187293,-46.71950863753278,1.3903
"""UCAC4 218-192739""",310.2514734119742,-46.57667104852056,1.3043
"""UCAC4 216-193047""",310.2604804952599,-46.9221923356711,3.9275
"""UCAC4 217-187461""",310.27293638053374,-46.62538482731555,0.8199
"""UCAC4 217-187462""",310.2761729554846,-46.74398225859138,1.4883
"""UCAC4 216-193052""",310.28564814600253,-46.97917865029556,0.5437
"""UCAC4 217-187470""",310.3183249748,-46.649321100585,0.2521
"""UCAC4 216-193060""",310.3534450872596,-46.806216432049155,1.1699
"""UCAC4 217-187471""",310.32570298474536,-46.63698728496,2.1989
"""UCAC4 216-193058""",310.3314262996371,-46.90732886909083,5.1177
"""UCAC4 216-193069""",310.3932949598188,-46.82615182117529,8.461
"""UCAC4 217-187503""",310.5358603109758,-46.674980498391946,2.4141
"""UCAC4 214-186524""",307.92560077517703,-47.20702693371278,0.9062
"""UCAC4 214-186536""",307.97613305735626,-47.32425667940945,0.8944
"""UCAC4 215-190146""",307.9801101896275,-47.100844375011114,0.3469
"""UCAC4 214-186545""",308.0262019775542,-47.21952792901057,1.4366
"""UCAC4 215-190167""",308.08369114707585,-47.08836764684167,1.2767
"""UCAC4 215-190174""",308.11943357647,-47.04481513143084,2.8236
"""UCAC4 215-190176""",308.1334898853771,-47.17013819489611,2.2943
"""UCAC4 215-190178""",308.1540953123855,-47.00385961708584,0.3182
"""UCAC4 215-190192""",308.17821104089586,-47.11492086215639,1.445
"""UCAC4 215-190197""",308.1981949572041,-47.079083104636666,2.9444
"""UCAC4 214-186600""",308.29411689851503,-47.248980822164995,1.5176
"""UCAC4 215-190219""",308.30278444039664,-47.07715135507417,0.5451
"""UCAC4 214-186611""",308.32887156386374,-47.22673513368278,0.2352
"""UCAC4 214-186612""",308.3416977939687,-47.2955278076175,1.4236
"""UCAC4 215-190231""",308.3697979470154,-47.04583535983722,0.1512
"""UCAC4 214-186618""",308.37603865304834,-47.32232459707167,0.9696
"""UCAC4 215-190234""",308.3983822458121,-47.068879935254174,0.3972
"""UCAC4 214-186624""",308.40187273116084,-47.27085782487472,1.9663
"""UCAC4 215-190235""",308.39863334305664,-47.01743110530417,0.9764
"""UCAC4 214-186623""",308.4011488437096,-47.244471995411395,1.1048
"""UCAC4 214-186632""",308.4582629234538,-47.22516527412389,1.0502
"""UCAC4 214-186638""",308.49423855197375,-47.233974157320844,0.3419
"""UCAC4 214-186643""",308.52950646599754,-47.25788481122139,1.1911
"""UCAC4 213-198863""",308.5489751075025,-47.40022819778111,0.5836
"""UCAC4 214-186648""",308.5607154601575,-47.35368091287335,1.2314
"""UCAC4 214-186656""",308.59775182006666,-47.322670631505005,1.3225
"""UCAC4 213-198876""",308.61459909662625,-47.40088801658417,0.9746
"""UCAC4 214-186662""",308.6224535146462,-47.357314950832226,0.3144
"""UCAC4 214-186680""",308.677217870595,-47.27535406628944,1.321
"""UCAC4 214-186683""",308.69315989714954,-47.327984278622786,1.0057
"""UCAC4 213-198898""",308.73605960330997,-47.559239967932776,1.0199
"""UCAC4 213-198899""",308.7395264833912,-47.489079034605,1.5504
"""UCAC4 213-198906""",308.7773442034587,-47.479384274771675,1.9282
"""UCAC4 215-190328""",308.7806031265521,-47.06874501520417,1.4072
"""UCAC4 215-190329""",308.7810047034812,-47.043480891458884,4.5732
"""UCAC4 215-190340""",308.8200096692954,-47.18255159702361,1.5106
"""UCAC4 213-198932""",308.87524107906665,-47.562909759484164,1.0504
"""UCAC4 213-198933""",308.88676060892124,-47.49046677687556,1.7924
"""UCAC4 212-183429""",308.8872023804149,-47.645898436754166,4.2719
"""UCAC4 214-186724""",308.8907106198479,-47.256665897307776,1.0009
"""UCAC4 212-183433""",308.9031225341987,-47.64623583663695,4.2237
"""UCAC4 212-183439""",308.93706323308953,-47.64077562376694,2.0101
"""UCAC4 213-198944""",308.93770847977703,-47.52756486535722,0.9917
"""UCAC4 215-190355""",308.9379359206416,-47.12863898561139,1.6349
"""UCAC4 214-186733""",308.97509511140083,-47.269944423101656,2.4111
"""UCAC4 215-190364""",308.9868158491954,-47.041028589201666,0.4497
"""UCAC4 214-186739""",309.0205073626209,-47.30027404499055,0.8121
"""UCAC4 213-198962""",309.04688087131876,-47.40620300272583,1.4502
"""UCAC4 214-186748""",309.05501467885296,-47.25291984054722,1.8429
"""UCAC4 215-190384""",309.08216552772086,-47.096008845585004,1.3726
"""UCAC4 215-190386""",309.0833628523734,-47.17301915061112,1.3708
"""UCAC4 214-186752""",309.0861191930688,-47.25061164108611,2.3641
"""UCAC4 212-183475""",309.09006901209,-47.68328214922861,0.5011
"""UCAC4 214-186759""",309.1153369179175,-47.32687001571695,1.6078
"""UCAC4 213-198983""",309.13774441422754,-47.43472291244749,1.1623
"""UCAC4 213-198987""",309.15924562102333,-47.40443430674972,1.5687
"""UCAC4 213-198993""",309.18377691561545,-47.454160896058326,2.04
"""UCAC4 215-190403""",309.1639236522846,-47.17584295066306,1.3502
"""UCAC4 214-186768""",309.1903363271142,-47.20027672211917,0.4755
"""UCAC4 212-183498""",309.2034069219121,-47.667199567413604,1.795
"""UCAC4 215-190409""",309.2171840374958,-47.04948123795249,3.4711
"""UCAC4 215-190414""",309.2321527039063,-47.08490175624056,1.9167
"""UCAC4 215-190421""",309.2436477275937,-47.13955682943694,2.3831
"""UCAC4 212-183507""",309.25121993237576,-47.68948718214972,1.5772
"""UCAC4 212-183522""",309.31322286548874,-47.68176514375584,1.2121
"""UCAC4 215-190436""",309.3230026227963,-47.18895696779444,0.1362
"""UCAC4 214-186803""",309.3710169130925,-47.230619804590276,2.3941
"""UCAC4 212-183533""",309.3981655455388,-47.613664229253885,1.7724
"""UCAC4 215-190449""",309.41906161126997,-47.01495760566084,1.1066
"""UCAC4 214-186823""",309.4814354289871,-47.36707794336861,0.9592
"""UCAC4 212-183551""",309.51021533453246,-47.71307703215305,3.787
"""UCAC4 215-190474""",309.5258988457499,-47.17826675892722,1.5169
"""UCAC4 213-199056""",309.53720081076375,-47.41972282428444,0.8493
"""UCAC4 214-186845""",309.5753623811912,-47.33452119071083,2.0599
"""UCAC4 214-186844""",309.5730901674992,-47.25205798205695,1.6175
"""UCAC4 212-183571""",309.6348089895246,-47.7268949687425,0.5725
"""UCAC4 213-199070""",309.64437273851996,-47.56868112771917,0.7359
"""UCAC4 212-183580""",309.67656848862083,-47.656836640886944,1.156
"""UCAC4 215-190502""",309.6928811185262,-47.06770763846583,1.7878
"""UCAC4 214-186862""",309.69675696103,-47.22497952996695,0.3162
"""UCAC4 212-183586""",309.6967925858421,-47.61057641749167,1.9978
"""UCAC4 215-190506""",309.72106688752785,-47.13783410336806,1.173
"""UCAC4 215-190507""",309.72611995764834,-47.07462665606945,6.6728
"""UCAC4 215-190508""",309.72671972556583,-47.04917088372972,0.1867
"""UCAC4 213-199077""",309.72710132827206,-47.47947485544029,4.9567
"""UCAC4 212-183601""",309.77581175039495,-47.65201819698333,3.2403
"""UCAC4 215-190524""",309.83358718933204,-47.13838495335029,5.1018
"""UCAC4 214-186888""",309.8837682139946,-47.32864414655945,0.3465
"""UCAC4 212-183613""",309.8369696325146,-47.66562946725778,1.0769
"""UCAC4 214-186885""",309.8752212102804,-47.36591293112056,2.0191
"""UCAC4 214-186898""",309.93210636182334,-47.348416016817225,0.3948
"""UCAC4 213-199119""",309.9376675912937,-47.57837771597639,1.3637
"""UCAC4 215-190544""",309.9683980538591,-47.01055302139195,3.0233
"""UCAC4 215-190545""",309.9690187134125,-47.16726529552639,2.1608
"""UCAC4 213-199149""",310.08893944755044,-47.420979897892224,1.2925
"""UCAC4 215-190560""",310.08898211601667,-47.14691805863944,1.2805
"""UCAC4 214-186937""",310.1132442018017,-47.365893448436665,3.0365
"""UCAC4 214-186938""",310.128640356275,-47.344854445939724,1.3076
"""UCAC4 215-190569""",310.1381313834537,-47.18982746366999,2.9445
"""UCAC4 214-186952""",310.18726292918876,-47.37088876585139,1.6378
"""UCAC4 214-186956""",310.2178629152129,-47.24675841555861,1.2442
"""UCAC4 215-190593""",310.2491225859559,-47.12962155105583,2.441
"""UCAC4 214-186974""",310.30916561639293,-47.22971527373,0.4351
"""UCAC4 215-190610""",310.33698810097627,-47.18071354592972,2.0968
"""UCAC4 214-186980""",310.35740845506876,-47.380993897698055,2.0618
"""UCAC4 215-190617""",310.36798736099576,-47.11985012551084,2.082
"""UCAC4 215-190620""",310.3847096529263,-47.113791719005555,3.3029
"""UCAC4 214-186983""",310.39731371420834,-47.34360690830417,1.1435
"""CRTS J203347.6-463621""",308.44869495282995,-46.60572141903,0.0394
"""TYC 8410-263-1""",308.57963815746,-47.83060334982,0.3293
"""TYC 8411-1529-1""",309.41924267711,-48.25776755763,0.9957
"""UPM J2037-4643""",309.34043955085,-46.73122468752,58.0317
"""Gaia DR3 6482337927321931264""",310.17795116505,-47.25126784549,6.7913
"""Gaia DR2 6674371515763376896""",309.05990582085,-47.62037731053,12.1942
"""CRTS J204033.0-465215""",310.13808430754,-46.87061421542,0.0208
"""CRTS J203657.9-473026""",309.24169026537,-47.50734457567,0.0975
"""Gaia DR3 6674388081452190848""",308.91296559689295,-47.47442212234889,0.614
"""Gaia DR3 6674475973663353728""",309.54688139705826,-47.286812731342216,0.0922
"""CRTS J203947.6-463808""",309.94926218085993,-46.63521114651001,0.0732
"""CRTS J203615.9-462808""",309.06693395755,-46.46844586479,0.261
"""CRTS J203912.6-472143""",309.80283671826,-47.36188641843,0.0061
"""CRTS J203436.1-475232""",308.6501614463,-47.87576203713,0.0551
"""CRTS J203300.6-470845""",308.25227544323,-47.14574703732,0.0782
"""V* VX Ind""",310.46427965695,-47.11196301583,0.1269
"""UCAC2  11670349""",309.00213084853,-47.00680143768,0.4756
"""CD-48 13610""",308.5595833333333,-47.650277777777774,5.6
"""TYC 8410-269-1""",309.00500814958,-47.75948794609,1.3554
"""TYC 8410-685-1""",308.21882029399,-47.89048105877,2.0219
"""TYC 8410-691-1""",308.64336980414,-47.79643369674,1.0554
"""Gaia DR2 6674374268837966336""",308.95705103234,-47.63116768161999,0.1463
"""2MASS J20365973-4625178""",309.24891048684,-46.42166710754,9.2707
"""TYC 8410-1518-1""",308.56792041953,-48.05976580029999,1.1914
"""TYC 8410-743-1""",308.4414588908,-47.94383002544,0.8001
"""TYC 8406-83-1""",308.35546065162,-46.72035454638,2.3202
"""TYC 8406-1506-1""",309.07173296324,-46.60172336215,0.5732
"""TYC 8410-283-1""",308.61548529595,-47.8007104574,0.4875
"""UCAC2  11219366""",310.0040334288299,-48.02080099468001,0.7365
"""2MASS J20372075-4722554""",309.33646005905996,-47.38211620060001,3.2585
"""TYC 8406-1416-1""",309.11898463137,-46.54587578782001,6.4477
"""BPS CS 22943-0174""",309.36002580511,-46.93636258119,0.1683
"""CD-47 13446""",308.20988615897,-46.72495355216,2.707
"""HD 195584""",308.54323786615,-47.83725056275,1.2611
"""V* VW Ind""",310.25346246315996,-46.5432867797,0.1318
